API Name,Instance Family,Instance Size,Category,vCPUs,Memory (GiB),Network (Gbps),Region,Pricing Model,OS,Hourly Cost ($),Monthly Cost ($),Memory per vCPU (GiB),Cost per vCPU ($/hr),Cost per GiB ($/hr)
t3.medium,t3,medium,Burstable,2,4.0,5.0,us-west-2,Spot,RHEL,0.0138,10.07,2.0,0.0069,0.0034
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,OnDemand,Linux,0.0458,33.43,2.0,0.0229,0.0115
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,OnDemand,Windows,0.0668,48.76,2.0,0.0334,0.0167
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,OnDemand,RHEL,0.049,35.77,2.0,0.0245,0.0123
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-1yr,Linux,0.0275,20.07,2.0,0.0138,0.0069
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-1yr,Windows,0.0401,29.27,2.0,0.02,0.01
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.0294,21.46,2.0,0.0147,0.0073
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-3yr,Linux,0.0183,13.36,2.0,0.0092,0.0046
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-3yr,Windows,0.0267,19.49,2.0,0.0134,0.0067
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.0196,14.31,2.0,0.0098,0.0049
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Spot,Linux,0.0137,10.0,2.0,0.0069,0.0034
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Spot,Windows,0.02,14.6,2.0,0.01,0.005
t3.medium,t3,medium,Burstable,2,4.0,5.0,eu-west-1,Spot,RHEL,0.0147,10.73,2.0,0.0073,0.0037
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,OnDemand,Linux,0.0478,34.89,2.0,0.0239,0.012
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,OnDemand,Windows,0.0698,50.95,2.0,0.0349,0.0175
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,OnDemand,RHEL,0.0512,37.38,2.0,0.0256,0.0128
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.0287,20.95,2.0,0.0143,0.0072
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-1yr,Windows,0.0419,30.59,2.0,0.0209,0.0105
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-1yr,RHEL,0.0307,22.41,2.0,0.0154,0.0077
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-3yr,Linux,0.0191,13.94,2.0,0.0095,0.0048
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-3yr,Windows,0.0279,20.37,2.0,0.014,0.007
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Reserved-3yr,RHEL,0.0205,14.96,2.0,0.0103,0.0051
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Spot,Linux,0.0144,10.51,2.0,0.0072,0.0036
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Spot,Windows,0.021,15.33,2.0,0.0105,0.0053
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-southeast-1,Spot,RHEL,0.0154,11.24,2.0,0.0077,0.0039
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,OnDemand,Linux,0.0499,36.43,2.0,0.0249,0.0125
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,OnDemand,Windows,0.0729,53.22,2.0,0.0365,0.0182
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,OnDemand,RHEL,0.0534,38.98,2.0,0.0267,0.0134
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-1yr,Linux,0.03,21.9,2.0,0.015,0.0075
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-1yr,Windows,0.0437,31.9,2.0,0.0219,0.0109
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-1yr,RHEL,0.032,23.36,2.0,0.016,0.008
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-3yr,Linux,0.02,14.6,2.0,0.01,0.005
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-3yr,Windows,0.0292,21.32,2.0,0.0146,0.0073
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0214,15.62,2.0,0.0107,0.0053
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Spot,Linux,0.015,10.95,2.0,0.0075,0.0037
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Spot,Windows,0.0219,15.99,2.0,0.0109,0.0055
t3.medium,t3,medium,Burstable,2,4.0,5.0,ap-northeast-1,Spot,RHEL,0.016,11.68,2.0,0.008,0.004
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,OnDemand,Linux,0.0832,60.74,4.0,0.0416,0.0104
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,OnDemand,Windows,0.1215,88.69,4.0,0.0607,0.0152
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,OnDemand,RHEL,0.089,64.97,4.0,0.0445,0.0111
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Reserved-1yr,Linux,0.0499,36.43,4.0,0.0249,0.0062
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Reserved-1yr,Windows,0.0729,53.22,4.0,0.0365,0.0091
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Reserved-1yr,RHEL,0.0534,38.98,4.0,0.0267,0.0067
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Reserved-3yr,Linux,0.0333,24.31,4.0,0.0167,0.0042
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Reserved-3yr,Windows,0.0486,35.48,4.0,0.0243,0.0061
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Reserved-3yr,RHEL,0.0356,25.99,4.0,0.0178,0.0044
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Spot,Linux,0.025,18.25,4.0,0.0125,0.0031
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Spot,Windows,0.0364,26.57,4.0,0.0182,0.0046
t3.large,t3,large,Burstable,2,8.0,5.0,us-east-1,Spot,RHEL,0.0267,19.49,4.0,0.0134,0.0033
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,OnDemand,Linux,0.0857,62.56,4.0,0.0428,0.0107
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,OnDemand,Windows,0.1251,91.32,4.0,0.0625,0.0156
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,OnDemand,RHEL,0.0917,66.94,4.0,0.0459,0.0115
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Reserved-1yr,Linux,0.0514,37.52,4.0,0.0257,0.0064
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Reserved-1yr,Windows,0.0751,54.82,4.0,0.0376,0.0094
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Reserved-1yr,RHEL,0.055,40.15,4.0,0.0275,0.0069
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Reserved-3yr,Linux,0.0343,25.04,4.0,0.0171,0.0043
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Reserved-3yr,Windows,0.05,36.5,4.0,0.025,0.0063
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Reserved-3yr,RHEL,0.0367,26.79,4.0,0.0184,0.0046
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Spot,Linux,0.0257,18.76,4.0,0.0129,0.0032
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Spot,Windows,0.0375,27.38,4.0,0.0187,0.0047
t3.large,t3,large,Burstable,2,8.0,5.0,us-west-2,Spot,RHEL,0.0275,20.07,4.0,0.0138,0.0034
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,OnDemand,Linux,0.0915,66.8,4.0,0.0457,0.0114
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,OnDemand,Windows,0.1336,97.53,4.0,0.0668,0.0167
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,OnDemand,RHEL,0.0979,71.47,4.0,0.049,0.0122
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-1yr,Linux,0.0549,40.08,4.0,0.0274,0.0069
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-1yr,Windows,0.0802,58.55,4.0,0.0401,0.01
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.0588,42.92,4.0,0.0294,0.0073
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-3yr,Linux,0.0366,26.72,4.0,0.0183,0.0046
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-3yr,Windows,0.0534,38.98,4.0,0.0267,0.0067
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.0392,28.62,4.0,0.0196,0.0049
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Spot,Linux,0.0275,20.07,4.0,0.0138,0.0034
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Spot,Windows,0.0401,29.27,4.0,0.02,0.005
t3.large,t3,large,Burstable,2,8.0,5.0,eu-west-1,Spot,RHEL,0.0294,21.46,4.0,0.0147,0.0037
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,OnDemand,Linux,0.0957,69.86,4.0,0.0478,0.012
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,OnDemand,Windows,0.1397,101.98,4.0,0.0698,0.0175
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,OnDemand,RHEL,0.1024,74.75,4.0,0.0512,0.0128
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.0574,41.9,4.0,0.0287,0.0072
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-1yr,Windows,0.0838,61.17,4.0,0.0419,0.0105
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-1yr,RHEL,0.0614,44.82,4.0,0.0307,0.0077
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-3yr,Linux,0.0383,27.96,4.0,0.0192,0.0048
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-3yr,Windows,0.0559,40.81,4.0,0.0279,0.007
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Reserved-3yr,RHEL,0.041,29.93,4.0,0.0205,0.0051
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Spot,Linux,0.0287,20.95,4.0,0.0143,0.0036
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Spot,Windows,0.0419,30.59,4.0,0.0209,0.0052
t3.large,t3,large,Burstable,2,8.0,5.0,ap-southeast-1,Spot,RHEL,0.0307,22.41,4.0,0.0154,0.0038
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,OnDemand,Linux,0.0998,72.85,4.0,0.0499,0.0125
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,OnDemand,Windows,0.1458,106.43,4.0,0.0729,0.0182
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,OnDemand,RHEL,0.1068,77.96,4.0,0.0534,0.0134
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-1yr,Linux,0.0599,43.73,4.0,0.03,0.0075
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-1yr,Windows,0.0875,63.87,4.0,0.0437,0.0109
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-1yr,RHEL,0.0641,46.79,4.0,0.0321,0.008
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-3yr,Linux,0.0399,29.13,4.0,0.0199,0.005
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-3yr,Windows,0.0583,42.56,4.0,0.0291,0.0073
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0427,31.17,4.0,0.0214,0.0053
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Spot,Linux,0.03,21.9,4.0,0.015,0.0037
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Spot,Windows,0.0437,31.9,4.0,0.0219,0.0055
t3.large,t3,large,Burstable,2,8.0,5.0,ap-northeast-1,Spot,RHEL,0.032,23.36,4.0,0.016,0.004
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,OnDemand,Linux,0.1664,121.47,4.0,0.0416,0.0104
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,OnDemand,Windows,0.2429,177.32,4.0,0.0607,0.0152
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,OnDemand,RHEL,0.178,129.94,4.0,0.0445,0.0111
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-1yr,Linux,0.0998,72.85,4.0,0.0249,0.0062
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-1yr,Windows,0.1458,106.43,4.0,0.0365,0.0091
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-1yr,RHEL,0.1068,77.96,4.0,0.0267,0.0067
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-3yr,Linux,0.0666,48.62,4.0,0.0167,0.0042
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-3yr,Windows,0.0972,70.96,4.0,0.0243,0.0061
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Reserved-3yr,RHEL,0.0712,51.98,4.0,0.0178,0.0044
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Spot,Linux,0.0499,36.43,4.0,0.0125,0.0031
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Spot,Windows,0.0729,53.22,4.0,0.0182,0.0046
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-east-1,Spot,RHEL,0.0534,38.98,4.0,0.0134,0.0033
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,OnDemand,Linux,0.1714,125.12,4.0,0.0428,0.0107
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,OnDemand,Windows,0.2502,182.65,4.0,0.0625,0.0156
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,OnDemand,RHEL,0.1834,133.88,4.0,0.0459,0.0115
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-1yr,Linux,0.1028,75.04,4.0,0.0257,0.0064
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-1yr,Windows,0.1501,109.57,4.0,0.0375,0.0094
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-1yr,RHEL,0.11,80.3,4.0,0.0275,0.0069
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-3yr,Linux,0.0686,50.08,4.0,0.0171,0.0043
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-3yr,Windows,0.1001,73.07,4.0,0.025,0.0063
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Reserved-3yr,RHEL,0.0734,53.58,4.0,0.0184,0.0046
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Spot,Linux,0.0514,37.52,4.0,0.0129,0.0032
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Spot,Windows,0.0751,54.82,4.0,0.0188,0.0047
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,us-west-2,Spot,RHEL,0.055,40.15,4.0,0.0138,0.0034
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,OnDemand,Linux,0.183,133.59,4.0,0.0457,0.0114
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,OnDemand,Windows,0.2672,195.06,4.0,0.0668,0.0167
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,OnDemand,RHEL,0.1959,143.01,4.0,0.049,0.0122
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-1yr,Linux,0.1098,80.15,4.0,0.0274,0.0069
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-1yr,Windows,0.1603,117.02,4.0,0.0401,0.01
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.1175,85.77,4.0,0.0294,0.0073
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-3yr,Linux,0.0732,53.44,4.0,0.0183,0.0046
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-3yr,Windows,0.1069,78.04,4.0,0.0267,0.0067
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.0783,57.16,4.0,0.0196,0.0049
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Spot,Linux,0.0549,40.08,4.0,0.0137,0.0034
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Spot,Windows,0.0802,58.55,4.0,0.02,0.005
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,eu-west-1,Spot,RHEL,0.0588,42.92,4.0,0.0147,0.0037
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,OnDemand,Linux,0.1914,139.72,4.0,0.0478,0.012
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,OnDemand,Windows,0.2794,203.96,4.0,0.0698,0.0175
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,OnDemand,RHEL,0.2048,149.5,4.0,0.0512,0.0128
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.1148,83.8,4.0,0.0287,0.0072
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-1yr,Windows,0.1676,122.35,4.0,0.0419,0.0105
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-1yr,RHEL,0.1229,89.72,4.0,0.0307,0.0077
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-3yr,Linux,0.0765,55.84,4.0,0.0191,0.0048
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-3yr,Windows,0.1118,81.61,4.0,0.0279,0.007
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Reserved-3yr,RHEL,0.0819,59.79,4.0,0.0205,0.0051
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Spot,Linux,0.0574,41.9,4.0,0.0143,0.0036
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Spot,Windows,0.0838,61.17,4.0,0.0209,0.0052
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-southeast-1,Spot,RHEL,0.0614,44.82,4.0,0.0154,0.0038
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,OnDemand,Linux,0.1997,145.78,4.0,0.0499,0.0125
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,OnDemand,Windows,0.2915,212.79,4.0,0.0729,0.0182
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,OnDemand,RHEL,0.2137,156.0,4.0,0.0534,0.0134
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-1yr,Linux,0.1198,87.45,4.0,0.03,0.0075
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-1yr,Windows,0.1749,127.68,4.0,0.0437,0.0109
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-1yr,RHEL,0.1282,93.59,4.0,0.0321,0.008
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-3yr,Linux,0.0799,58.33,4.0,0.02,0.005
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-3yr,Windows,0.1166,85.12,4.0,0.0291,0.0073
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Reserved-3yr,RHEL,0.0855,62.42,4.0,0.0214,0.0053
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Spot,Linux,0.0599,43.73,4.0,0.015,0.0037
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Spot,Windows,0.0875,63.87,4.0,0.0219,0.0055
t3.xlarge,t3,xlarge,Burstable,4,16.0,5.0,ap-northeast-1,Spot,RHEL,0.0641,46.79,4.0,0.016,0.004
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,OnDemand,Linux,0.3328,242.94,4.0,0.0416,0.0104
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,OnDemand,Windows,0.4859,354.71,4.0,0.0607,0.0152
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,OnDemand,RHEL,0.3561,259.95,4.0,0.0445,0.0111
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-1yr,Linux,0.1997,145.78,4.0,0.025,0.0062
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-1yr,Windows,0.2915,212.79,4.0,0.0364,0.0091
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-1yr,RHEL,0.2137,156.0,4.0,0.0267,0.0067
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-3yr,Linux,0.1331,97.16,4.0,0.0166,0.0042
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-3yr,Windows,0.1944,141.91,4.0,0.0243,0.0061
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Reserved-3yr,RHEL,0.1424,103.95,4.0,0.0178,0.0044
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Spot,Linux,0.0998,72.85,4.0,0.0125,0.0031
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Spot,Windows,0.1458,106.43,4.0,0.0182,0.0046
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-east-1,Spot,RHEL,0.1068,77.96,4.0,0.0134,0.0033
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,OnDemand,Linux,0.3428,250.24,4.0,0.0428,0.0107
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,OnDemand,Windows,0.5005,365.36,4.0,0.0626,0.0156
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,OnDemand,RHEL,0.3668,267.76,4.0,0.0459,0.0115
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Reserved-1yr,Linux,0.2057,150.16,4.0,0.0257,0.0064
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Reserved-1yr,Windows,0.3003,219.22,4.0,0.0375,0.0094
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Reserved-1yr,RHEL,0.2201,160.67,4.0,0.0275,0.0069
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Reserved-3yr,Linux,0.1371,100.08,4.0,0.0171,0.0043
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Reserved-3yr,Windows,0.2002,146.15,4.0,0.025,0.0063
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Reserved-3yr,RHEL,0.1467,107.09,4.0,0.0183,0.0046
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Spot,Linux,0.1028,75.04,4.0,0.0129,0.0032
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Spot,Windows,0.1501,109.57,4.0,0.0188,0.0047
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,us-west-2,Spot,RHEL,0.11,80.3,4.0,0.0138,0.0034
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,OnDemand,Linux,0.3661,267.25,4.0,0.0458,0.0114
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,OnDemand,Windows,0.5345,390.19,4.0,0.0668,0.0167
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,OnDemand,RHEL,0.3917,285.94,4.0,0.049,0.0122
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Reserved-1yr,Linux,0.2196,160.31,4.0,0.0274,0.0069
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Reserved-1yr,Windows,0.3207,234.11,4.0,0.0401,0.01
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Reserved-1yr,RHEL,0.235,171.55,4.0,0.0294,0.0073
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Reserved-3yr,Linux,0.1464,106.87,4.0,0.0183,0.0046
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Reserved-3yr,Windows,0.2138,156.07,4.0,0.0267,0.0067
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Reserved-3yr,RHEL,0.1567,114.39,4.0,0.0196,0.0049
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Spot,Linux,0.1098,80.15,4.0,0.0137,0.0034
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Spot,Windows,0.1603,117.02,4.0,0.02,0.005
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,eu-west-1,Spot,RHEL,0.1175,85.77,4.0,0.0147,0.0037
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,ap-southeast-1,OnDemand,Linux,0.3827,279.37,4.0,0.0478,0.012
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,ap-southeast-1,OnDemand,Windows,0.5588,407.92,4.0,0.0698,0.0175
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,ap-southeast-1,OnDemand,RHEL,0.4095,298.94,4.0,0.0512,0.0128
t3.2xlarge,t3,2xlarge,Burstable,8,32.0,5.0,ap-southeast-1,Reserved-1yr,Linux,0.2296,167.61,4.0,0.0287,0.0072
